ZaporednaStevilkaPN;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY;ZaporednaStevilkaOsebeVPN;Povzrocitelj;Starost;Spol;UEStalnegaPrebivalisca;Drzavljanstvo;PoskodbaUdelezenca;VrstaUdelezenca;UporabaVarnostnegaPasu;VozniskiStazVLetih;VozniskiStazVMesecih;VrednostAlkotesta;VrednostStrokovnegaPregleda
25;S HUDO TELESNO POŠKODBO;NOVA GORICA;01.01.2019;8;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;37093;RENÈE;00004;MERLJAKI;6;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;JASNO;REDEK;MOKRO;ZGLAJEN ASFALT / BETON;83450;396823;2;UDELEŽENEC;20;ŽENSKI;TOLMIN;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;NEZNANO;0;0;,00;,00
26;Z LAŽJO TELESNO POŠKODBO;NOVA GORICA;01.01.2019;20;DA;CESTA;GLAVNA CESTA II. REDA;00103;PERŠETI-N.GORICA-ŠEMPETER;01009;PLAVE-SOLKAN;3800;CESTA;NEPRAVILNO PREHITEVANJE;ÈELNO TRÈENJE;OBLAÈNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;97693;392854;1;POVZROÈITELJ;33;MOŠKI;NOVA GORICA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;15;07;,33;,00
26;Z LAŽJO TELESNO POŠKODBO;NOVA GORICA;01.01.2019;20;DA;CESTA;GLAVNA CESTA II. REDA;00103;PERŠETI-N.GORICA-ŠEMPETER;01009;PLAVE-SOLKAN;3800;CESTA;NEPRAVILNO PREHITEVANJE;ÈELNO TRÈENJE;OBLAÈNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;97693;392854;2;POVZROÈITELJ;47;ŽENSKI;LJUBLJANA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;28;09;,00;,00
26;Z LAŽJO TELESNO POŠKODBO;NOVA GORICA;01.01.2019;20;DA;CESTA;GLAVNA CESTA II. REDA;00103;PERŠETI-N.GORICA-ŠEMPETER;01009;PLAVE-SOLKAN;3800;CESTA;NEPRAVILNO PREHITEVANJE;ÈELNO TRÈENJE;OBLAÈNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;97693;392854;3;UDELEŽENEC;13;MOŠKI;LJUBLJANA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
27;Z MATERIALNO ŠKODO;LJUBLJANA;01.01.2019;13;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;28061;KAMNIK POD KRIMOM;0;NI ODSEKOV;1;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;NEZNANO;REDEK;SUHO;HRAPAV  ASFALT / BETON;91451;453589;1;POVZROÈITELJ;19;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;00;06;,00;,00
27;Z MATERIALNO ŠKODO;LJUBLJANA;01.01.2019;13;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;28061;KAMNIK POD KRIMOM;0;NI ODSEKOV;1;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;NEZNANO;REDEK;SUHO;HRAPAV  ASFALT / BETON;91451;453589;2;UDELEŽENEC;42;MOŠKI;LJUBLJANA;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;NEZNANO;0;0;,00;,00
28;Z LAŽJO TELESNO POŠKODBO;CERKNICA;01.01.2019;3;NE;CESTA;REGIONALNA CESTA;00212;UNEC - CERKNICA - ŽLEBIÈ;01118;CERKNICA-BL.POLICA;7600;CESTA;NEPRILAGOJENA HITROST;OSTALO;OBLAÈNO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;68906;456208;1;UDELEŽENEC;18;MOŠKI;CERKNICA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
28;Z LAŽJO TELESNO POŠKODBO;CERKNICA;01.01.2019;3;NE;CESTA;REGIONALNA CESTA;00212;UNEC - CERKNICA - ŽLEBIÈ;01118;CERKNICA-BL.POLICA;7600;CESTA;NEPRILAGOJENA HITROST;OSTALO;OBLAÈNO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;68906;456208;2;POVZROÈITELJ;18;MOŠKI;CERKNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;00;07;,00;,00
29;Z MATERIALNO ŠKODO;LJUBLJANA;01.01.2019;18;NE;CESTA;HITRA CESTA;000H3;LJ ZADOBROVA-KOSEZE;00685;LJ ZADOBROVA-ŠMARTINSKA;540;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;102680;466544;1;POVZROÈITELJ;23;MOŠKI;;MAKEDONIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;04;09;,00;,00
30;Z MATERIALNO ŠKODO;TRŽIÈ;03.01.2019;14;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;58008;GRAHOVŠE;0;NI ODSEKOV;20;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;NORMALEN;SPOLZKO;ZGLAJEN ASFALT / BETON;135839;450754;1;POVZROÈITELJ;54;MOŠKI;TRBOVLJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;35;07;,15;,00
31;Z MATERIALNO ŠKODO;RADLJE OB DRAVI;03.01.2019;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;43023;RADLJE OB DRAVI;00004;KOROŠKA CESTA;61;PARKIRNI PROSTOR;OSTALO;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;163518;516676;1;UDELEŽENEC;45;MOŠKI;RADLJE OB DRAVI;BOSNA IN HERCEGOVINA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;20;05;,00;,00
31;Z MATERIALNO ŠKODO;RADLJE OB DRAVI;03.01.2019;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;43023;RADLJE OB DRAVI;00004;KOROŠKA CESTA;61;PARKIRNI PROSTOR;OSTALO;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;163518;516676;2;POVZROÈITELJ;42;ŽENSKI;RADLJE OB DRAVI;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;24;05;,00;,00
32;Z MATERIALNO ŠKODO;ŠENTJUR PRI CELJU;03.01.2019;9;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;52093;ŠENTJUR;00061;DROFENIKOVA ULICA;15;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;119058;530567;1;UDELEŽENEC;34;ŽENSKI;ŠENTJUR PRI CELJU;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;14;09;,00;,00
33;Z LAŽJO TELESNO POŠKODBO;LOGATEC;02.01.2019;10;DA;CESTA;REGIONALNA CESTA III. REDA;00621;KALCE - HRUŠICA - COL;01412;KALCE-COL;2010;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;83412;435749;1;POVZROÈITELJ;21;MOŠKI;LJUBLJANA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;03;03;,00;,00
33;Z LAŽJO TELESNO POŠKODBO;LOGATEC;02.01.2019;10;DA;CESTA;REGIONALNA CESTA III. REDA;00621;KALCE - HRUŠICA - COL;01412;KALCE-COL;2010;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;83412;435749;2;UDELEŽENEC;19;ŽENSKI;LJUBLJANA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
33;Z LAŽJO TELESNO POŠKODBO;LOGATEC;02.01.2019;10;DA;CESTA;REGIONALNA CESTA III. REDA;00621;KALCE - HRUŠICA - COL;01412;KALCE-COL;2010;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;83412;435749;3;UDELEŽENEC;58;MOŠKI;AJDOVŠÈINA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;40;06;,00;,00
34;Z LAŽJO TELESNO POŠKODBO;MARIBOR;03.01.2019;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00371;POBREŠKA CESTA;9;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;156942;550054;1;UDELEŽENEC;74;MOŠKI;MARIBOR;SLOVENIJA;LAŽJA TELESNA POŠKODBA;KOLESAR;NE;0;0;,26;,00
34;Z LAŽJO TELESNO POŠKODBO;MARIBOR;03.01.2019;17;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00371;POBREŠKA CESTA;9;CESTA;NEPRILAGOJENA HITROST;ÈELNO TRÈENJE;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;156942;550054;2;POVZROÈITELJ;58;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;33;09;,00;,00
35;Z LAŽJO TELESNO POŠKODBO;MURSKA SOBOTA;02.01.2019;14;DA;CESTA;REGIONALNA CESTA III. REDA;00740;GAJ-MURSKA SOBOTA;01398;MS GAJ-MURSKA SOBOTA;350;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;168123;587906;1;UDELEŽENEC;22;MOŠKI;MURSKA SOBOTA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;03;09;,00;,00
35;Z LAŽJO TELESNO POŠKODBO;MURSKA SOBOTA;02.01.2019;14;DA;CESTA;REGIONALNA CESTA III. REDA;00740;GAJ-MURSKA SOBOTA;01398;MS GAJ-MURSKA SOBOTA;350;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;168123;587906;2;UDELEŽENEC;40;MOŠKI;MURSKA SOBOTA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
35;Z LAŽJO TELESNO POŠKODBO;MURSKA SOBOTA;02.01.2019;14;DA;CESTA;REGIONALNA CESTA III. REDA;00740;GAJ-MURSKA SOBOTA;01398;MS GAJ-MURSKA SOBOTA;350;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;168123;587906;3;UDELEŽENEC;23;MOŠKI;MURSKA SOBOTA;;LAŽJA TELESNA POŠKODBA;POTNIK;DA;0;0;,00;,00
35;Z LAŽJO TELESNO POŠKODBO;MURSKA SOBOTA;02.01.2019;14;DA;CESTA;REGIONALNA CESTA III. REDA;00740;GAJ-MURSKA SOBOTA;01398;MS GAJ-MURSKA SOBOTA;350;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOÈNO TRÈENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;168123;587906;4;POVZROÈITELJ;73;MOŠKI;MURSKA SOBOTA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;54;05;,00;,00
36;Z LAŽJO TELESNO POŠKODBO;NOVA GORICA;03.01.2019;9;NE;CESTA;REGIONALNA CESTA II. REDA;00402;SOLKAN - GONJAÈE - NEBLO;01426;SOLKAN-GONJAÈE;6700;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;95852;391169;1;POVZROÈITELJ;72;MOŠKI;NOVA GORICA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;43;02;,00;,00
36;Z LAŽJO TELESNO POŠKODBO;NOVA GORICA;03.01.2019;9;NE;CESTA;REGIONALNA CESTA II. REDA;00402;SOLKAN - GONJAÈE - NEBLO;01426;SOLKAN-GONJAÈE;6700;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;95852;391169;2;UDELEŽENEC;60;ŽENSKI;NOVA GORICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;33;0;,00;,00
37;Z MATERIALNO ŠKODO;KOÈEVJE;01.01.2019;17;DA;CESTA;GLAVNA CESTA II. REDA;00106;LJ JUG-ŠKOFLJICA-ŠM.SAP;00264;KOÈEVJE-LIVOLD;800;KROŽNO KRIŽIŠÈE;NEUSTREZNA VARNOSTNA RAZDALJA;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;55794;489090;1;UDELEŽENEC;42;MOŠKI;KOÈEVJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
38;Z MATERIALNO ŠKODO;DOMŽALE;02.01.2019;19;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00044;BLAGOVICA-KRTINA;0;CESTA;OSTALO;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;114478;484722;1;POVZROÈITELJ;37;ŽENSKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;17;11;,00;,00
39;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;03.01.2019;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;06109;SPODNJE JARŠE;00005;JARŠKA CESTA;11;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;112000;468960;1;UDELEŽENEC;34;MOŠKI;KAMNIK;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;15;08;,00;,00
39;Z LAŽJO TELESNO POŠKODBO;DOMŽALE;03.01.2019;13;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;06109;SPODNJE JARŠE;00005;JARŠKA CESTA;11;KRIŽIŠÈE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ÈELNO TRÈENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;112000;468960;2;POVZROÈITELJ;71;ŽENSKI;KAMNIK;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK OSEBNEGA AVTOMOBILA;DA;25;10;,00;,00
40;Z MATERIALNO ŠKODO;DOMŽALE;05.01.2019;17;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;06056;KRTINA-DOMŽALE;0;NI ODSEKOV;144;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;112106;473440;1;UDELEŽENEC;35;MOŠKI;NOVO MESTO;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;17;05;,00;,00
40;Z MATERIALNO ŠKODO;DOMŽALE;05.01.2019;17;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;06056;KRTINA-DOMŽALE;0;NI ODSEKOV;144;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;112106;473440;2;POVZROÈITELJ;69;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;50;05;,00;,00
41;Z MATERIALNO ŠKODO;LITIJA;04.01.2019;21;NE;CESTA;GLAVNA CESTA II. REDA;00108;LJ ÈRNUÈE - ZIDANI MOST;01182;RIBÈE-LITIJA;7800;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;104589;487780;1;POVZROÈITELJ;40;MOŠKI;LITIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;19;09;,58;,00
41;Z MATERIALNO ŠKODO;LITIJA;04.01.2019;21;NE;CESTA;GLAVNA CESTA II. REDA;00108;LJ ÈRNUÈE - ZIDANI MOST;01182;RIBÈE-LITIJA;7800;CESTA;NEPRILAGOJENA HITROST;BOÈNO TRÈENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;104589;487780;2;UDELEŽENEC;76;MOŠKI;LJUBLJANA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;51;04;,00;,00
42;Z MATERIALNO ŠKODO;LENART;06.01.2019;19;NE;CESTA;REGIONALNA CESTA II. REDA;00439;KOBILJE-BEL.,BR.-SENARSKA;01305;SV.JURIJ-CERKVENJAK;6500;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;OBLAÈNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;158744;572971;1;POVZROÈITELJ;24;MOŠKI;LJUTOMER;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;06;03;1,03;,00
43;Z MATERIALNO ŠKODO;IDRIJA;03.01.2019;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;11016;IDRIJA;00007;GREGORÈIÈEVA ULICA;47;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;95021;425655;1;POVZROÈITELJ;78;MOŠKI;IDRIJA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;59;03;,00;,00
43;Z MATERIALNO ŠKODO;IDRIJA;03.01.2019;11;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;11016;IDRIJA;00007;GREGORÈIÈEVA ULICA;47;PARKIRNI PROSTOR;PREMIKI Z VOZILOM;TRÈENJE V STOJEÈE / PARKIRANO VOZILO;OBLAÈNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;95021;425655;2;UDELEŽENEC;84;MOŠKI;IDRIJA;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;54;02;,00;,00
44;Z LAŽJO TELESNO POŠKODBO;MARIBOR;03.01.2019;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00352;PARTIZANSKA CESTA;36;KRIŽIŠÈE;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;GOST;SUHO;HRAPAV  ASFALT / BETON;157598;550617;1;UDELEŽENEC;53;MOŠKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;34;11;,00;,00
44;Z LAŽJO TELESNO POŠKODBO;MARIBOR;03.01.2019;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00352;PARTIZANSKA CESTA;36;KRIŽIŠÈE;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;GOST;SUHO;HRAPAV  ASFALT / BETON;157598;550617;2;POVZROÈITELJ;45;MOŠKI;MARIBOR;SLOVENIJA;LAŽJA TELESNA POŠKODBA;VOZNIK AVTOBUSA;DA;11;11;,00;,00
44;Z LAŽJO TELESNO POŠKODBO;MARIBOR;03.01.2019;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00352;PARTIZANSKA CESTA;36;KRIŽIŠÈE;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;GOST;SUHO;HRAPAV  ASFALT / BETON;157598;550617;3;UDELEŽENEC;67;ŽENSKI;MARIBOR;SLOVENIJA;BREZ POŠKODBE;OSTALO;NE;0;0;,00;,00
44;Z LAŽJO TELESNO POŠKODBO;MARIBOR;03.01.2019;6;DA;NASELJE;NASELJE Z ULIÈNIM SISTEMOM;64033;MARIBOR;00352;PARTIZANSKA CESTA;36;KRIŽIŠÈE;NEPRAVILNA STRAN / SMER VOŽNJE;BOÈNO TRÈENJE;OBLAÈNO;GOST;SUHO;HRAPAV  ASFALT / BETON;157598;550617;4;UDELEŽENEC;18;ŽENSKI;GORNJA RADGONA;SLOVENIJA;LAŽJA TELESNA POŠKODBA;POTNIK;NEZNANO;0;0;,00;,00
45;Z MATERIALNO ŠKODO;NOVO MESTO;05.01.2019;8;NE;CESTA;AVTOCESTA;000A2;KARAVANKE-LJ-NM-OBREŽJE;00624;TREBNJE-NOVO MESTO;12300;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;76685;513706;1;POVZROÈITELJ;39;MOŠKI;;HRVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;21;02;,00;,00
46;Z MATERIALNO ŠKODO;LENDAVA;05.01.2019;16;DA;CESTA;LOKALNA CESTA;94212;JULA MAROF-MURSKA SOBOTA;0;NI ODSEKOV;0;CESTA;NEPRILAGOJENA HITROST;TRÈENJE V OBJEKT;OBLAÈNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;156919;601027;1;POVZROÈITELJ;57;MOŠKI;GORNJA RADGONA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;38;10;,76;1,35
47;Z MATERIALNO ŠKODO;POSTOJNA;07.01.2019;2;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00055;UNEC-POSTOJNA;7700;CESTA;OSTALO;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;71077;439867;1;POVZROÈITELJ;50;MOŠKI;;ROMUNIJA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;16;02;,00;,00
47;Z MATERIALNO ŠKODO;POSTOJNA;07.01.2019;2;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00055;UNEC-POSTOJNA;7700;CESTA;OSTALO;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;71077;439867;2;UDELEŽENEC;30;MOŠKI;;ŠVICA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;11;08;,00;,00
48;Z MATERIALNO ŠKODO;SLOVENSKE KONJICE;03.01.2019;19;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;51018;HUDINJA;0;NI ODSEKOV;96;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRÈENJE V OBJEKT;JASNO;REDEK;POLEDENELO - NEPOSIPANO;MAKADAM;144695;525151;1;UDELEŽENEC;66;MOŠKI;SLOVENSKE KONJICE;SLOVENIJA;BREZ POŠKODBE;OSTALO;NEZNANO;0;0;,00;,00
49;Z MATERIALNO ŠKODO;ŽALEC;05.01.2019;22;DA;NASELJE;NASELJE BREZ ULIÈNEGA SISTEMA;62105;ŽELEZNO-ŽALEC;0;NI ODSEKOV;5;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;JASNO;NORMALEN;SPOLZKO;HRAPAV  ASFALT / BETON;127238;515475;1;POVZROÈITELJ;42;MOŠKI;ŽALEC;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;24;05;,00;,00
50;Z MATERIALNO ŠKODO;SLOVENSKA BISTRICA;05.01.2019;12;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00037;SL.BISTRICA-SL.KONJICE;6000;CESTA;NEPRAVILNOSTI NA TOVORU;OSTALO;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;135129;539149;1;POVZROÈITELJ;32;MOŠKI;;UKRAJINA;BREZ POŠKODBE;VOZNIK TOVORNEGA VOZILA;DA;10;10;,00;,00
50;Z MATERIALNO ŠKODO;SLOVENSKA BISTRICA;05.01.2019;12;NE;CESTA;AVTOCESTA;000A1;ŠENTILJ-MB-CE-LJ-PO-SRMIN;00037;SL.BISTRICA-SL.KONJICE;6000;CESTA;NEPRAVILNOSTI NA TOVORU;OSTALO;OBLAÈNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;135129;539149;2;UDELEŽENEC;44;MOŠKI;;SLOVAŠKA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;26;08;,00;,00
51;Z MATERIALNO ŠKODO;SLOVENJ GRADEC;06.01.2019;15;NE;CESTA;GLAVNA CESTA;00004;DRAVOGRAD-SG-ARJA VAS;01258;OTIŠKI VRH-SL.GRADEC;5900;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;NALETNO TRÈENJE;OBLAÈNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;154756;505693;1;UDELEŽENEC;35;MOŠKI;VELENJE;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;0;0;,00;,00
51;Z MATERIALNO ŠKODO;SLOVENJ GRADEC;06.01.2019;15;NE;CESTA;GLAVNA CESTA;00004;DRAVOGRAD-SG-ARJA VAS;01258;OTIŠKI VRH-SL.GRADEC;5900;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;NALETNO TRÈENJE;OBLAÈNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;154756;505693;2;POVZROÈITELJ;27;MOŠKI;PESNICA;SLOVENIJA;BREZ POŠKODBE;VOZNIK OSEBNEGA AVTOMOBILA;DA;11;09;,38;,00
